,Date,Value
505,2022-09-11,1
506,2022-09-12,1
507,2022-09-13,1
508,2022-09-14,1
509,2022-09-15,1
510,2022-09-16,1
511,2022-09-17,1
512,2022-09-18,1
513,2022-09-19,1
514,2022-09-20,1
515,2022-09-21,1
516,2022-09-22,1
517,2022-09-23,1
518,2022-09-24,1
519,2022-09-25,1
520,2022-09-26,1
521,2022-09-27,1
522,2022-09-28,1
523,2022-09-29,1
524,2022-09-30,1
525,2022-10-01,1
526,2022-10-02,1
527,2022-10-03,1
528,2022-10-04,1
529,2022-10-05,1
530,2022-10-06,1
531,2022-10-07,1
532,2022-10-08,1
533,2022-10-09,1
534,2022-10-10,1
535,2022-10-11,1
536,2022-10-12,1
537,2022-10-13,1
538,2022-10-14,1
539,2022-10-15,1
540,2022-10-16,1
541,2022-10-17,1
542,2022-10-18,1
543,2022-10-19,1
544,2022-10-20,1
545,2022-10-21,1
546,2022-10-22,1
547,2022-10-23,1
548,2022-10-24,1
549,2022-10-25,1
550,2022-10-26,1
551,2022-10-27,1
552,2022-10-28,1
553,2022-10-29,1
554,2022-10-30,1
555,2022-10-31,1
556,2022-11-01,1
557,2022-11-02,1
558,2022-11-03,1
559,2022-11-04,1
560,2022-11-05,1
561,2022-11-06,1
562,2022-11-07,1
563,2022-11-08,1
564,2022-11-09,1
565,2022-11-10,1
566,2022-11-11,1
567,2022-11-12,1
568,2022-11-13,1
569,2022-11-14,1
570,2022-11-15,1
571,2022-11-16,1
572,2022-11-17,1
573,2022-11-18,1
574,2022-11-19,1
575,2022-11-20,1
576,2022-11-21,1
577,2022-11-22,1
578,2022-11-23,1
579,2022-11-24,1
580,2022-11-25,1
581,2022-11-26,1
582,2022-11-27,1
583,2022-11-28,1
584,2022-11-29,1
585,2022-11-30,1
586,2022-12-01,1
587,2022-12-02,1
588,2022-12-03,1
589,2022-12-04,1
590,2022-12-05,1
591,2022-12-06,1
592,2022-12-07,1
593,2022-12-08,1
594,2022-12-09,1
595,2022-12-10,1
596,2022-12-11,1
597,2022-12-12,1
598,2022-12-13,1
599,2022-12-14,1
600,2022-12-15,1
601,2022-12-16,1
602,2022-12-17,1
603,2022-12-18,1
604,2022-12-19,1
605,2022-12-20,1
606,2022-12-21,1
607,2022-12-22,1
608,2022-12-23,1
609,2022-12-24,1
610,2022-12-25,1
611,2022-12-26,1
612,2022-12-27,1
613,2022-12-28,1
614,2022-12-29,1
615,2022-12-30,1
616,2022-12-31,1
617,2023-01-01,1
618,2023-01-02,1
619,2023-01-03,1
620,2023-01-04,1
621,2023-01-05,1
622,2023-01-06,1
623,2023-01-07,1
624,2023-01-08,1
625,2023-01-09,1
626,2023-01-10,1
627,2023-01-11,1
628,2023-01-12,1
629,2023-01-13,1
630,2023-01-14,1
631,2023-01-15,1
632,2023-01-16,1
633,2023-01-17,1
634,2023-01-18,1
635,2023-01-19,1
636,2023-01-20,1
637,2023-01-21,1
638,2023-01-22,1
639,2023-01-23,1
640,2023-01-24,1
641,2023-01-25,1
642,2023-01-26,1
643,2023-01-27,1
644,2023-01-28,1
645,2023-01-29,1
646,2023-01-30,1
647,2023-01-31,1
648,2023-02-01,1
649,2023-02-02,1
650,2023-02-03,1
651,2023-02-04,1
652,2023-02-05,1
653,2023-02-06,1
654,2023-02-07,1
655,2023-02-08,1
656,2023-02-09,1
657,2023-02-10,1
658,2023-02-11,1
659,2023-02-12,1
660,2023-02-13,1
661,2023-02-14,1
662,2023-02-15,1
663,2023-02-16,1
664,2023-02-17,1
665,2023-02-18,1
666,2023-02-19,1
667,2023-02-20,1
668,2023-02-21,1
669,2023-02-22,1
670,2023-02-23,1
671,2023-02-24,1
672,2023-02-25,1
673,2023-02-26,1
674,2023-02-27,1
675,2023-02-28,1
676,2023-03-01,1
677,2023-03-02,1
678,2023-03-03,1
679,2023-03-04,1
680,2023-03-05,1
681,2023-03-06,1
682,2023-03-07,1
683,2023-03-08,1
684,2023-03-09,1
685,2023-03-10,1
686,2023-03-11,1
687,2023-03-12,1
688,2023-03-13,1
689,2023-03-14,1
690,2023-03-15,1
691,2023-03-16,1
692,2023-03-17,1
693,2023-03-18,1
694,2023-03-19,1
695,2023-03-20,1
696,2023-03-21,1
697,2023-03-22,1
698,2023-03-23,1
699,2023-03-24,1
700,2023-03-25,1
701,2023-03-26,1
702,2023-03-27,1
703,2023-03-28,1
704,2023-03-29,1
705,2023-03-30,1
706,2023-03-31,1
707,2023-04-01,1
708,2023-04-02,1
709,2023-04-03,1
710,2023-04-04,1
711,2023-04-05,1
712,2023-04-06,1
713,2023-04-07,1
714,2023-04-08,1
715,2023-04-09,1
716,2023-04-10,1
717,2023-04-11,1
718,2023-04-12,1
719,2023-04-13,1
720,2023-04-14,1
721,2023-04-15,1
722,2023-04-16,1
723,2023-04-17,1
724,2023-04-18,1
725,2023-04-19,1
726,2023-04-20,1
727,2023-04-21,1
728,2023-04-22,1
729,2023-04-23,1
730,2023-04-24,1
731,2023-04-25,1
732,2023-04-26,1
733,2023-04-27,1
734,2023-04-28,1
735,2023-04-29,1
736,2023-04-30,1
737,2023-05-01,1
738,2023-05-02,1
739,2023-05-03,1
740,2023-05-04,1
741,2023-05-05,1
742,2023-05-06,1
743,2023-05-07,1
744,2023-05-08,1
745,2023-05-09,1
746,2023-05-10,1
747,2023-05-11,1
748,2023-05-12,1
749,2023-05-13,1
750,2023-05-14,1
751,2023-05-15,1
752,2023-05-16,1
753,2023-05-17,1
754,2023-05-18,1
755,2023-05-19,1
756,2023-05-20,1
757,2023-05-21,1
758,2023-05-22,1
759,2023-05-23,1
760,2023-05-24,1
761,2023-05-25,1
762,2023-05-26,1
763,2023-05-27,1
764,2023-05-28,1
765,2023-05-29,1
766,2023-05-30,1
767,2023-05-31,1
768,2023-06-01,1
769,2023-06-02,1
770,2023-06-03,1
771,2023-06-04,1
772,2023-06-05,1
773,2023-06-06,1
774,2023-06-07,1
775,2023-06-08,1
776,2023-06-09,1
777,2023-06-10,1
778,2023-06-11,1
779,2023-06-12,1
780,2023-06-13,1
781,2023-06-14,1
782,2023-06-15,1
783,2023-06-16,1
784,2023-06-17,1
785,2023-06-18,1
786,2023-06-19,1
787,2023-06-20,1
788,2023-06-21,1
789,2023-06-22,1
790,2023-06-23,1
791,2023-06-24,1
792,2023-06-25,1
793,2023-06-26,1
794,2023-06-27,1
795,2023-06-28,1
796,2023-06-29,1
797,2023-06-30,1
798,2023-07-01,1
799,2023-07-02,1
800,2023-07-03,1
801,2023-07-04,1
802,2023-07-05,1
803,2023-07-06,1
804,2023-07-07,1
805,2023-07-08,1
806,2023-07-09,1
807,2023-07-10,1
808,2023-07-11,1
809,2023-07-12,1
810,2023-07-13,1
811,2023-07-14,1
812,2023-07-15,1
813,2023-07-16,1
814,2023-07-17,1
815,2023-07-18,1
816,2023-07-19,1
817,2023-07-20,1
818,2023-07-21,1
819,2023-07-22,1
820,2023-07-23,1
821,2023-07-24,1
822,2023-07-25,1
823,2023-07-26,1
824,2023-07-27,1
825,2023-07-28,1
826,2023-07-29,1
827,2023-07-30,1
828,2023-07-31,1
829,2023-08-01,1
830,2023-08-02,1
831,2023-08-03,1
832,2023-08-04,1
833,2023-08-05,1
834,2023-08-06,1
835,2023-08-07,1
836,2023-08-08,1
837,2023-08-09,1
838,2023-08-10,1
839,2023-08-11,1
840,2023-08-12,1
841,2023-08-13,1
842,2023-08-14,1
843,2023-08-15,1
844,2023-08-16,1
845,2023-08-17,1
846,2023-08-18,1
847,2023-08-19,1
848,2023-08-20,1
849,2023-08-21,1
850,2023-08-22,1
851,2023-08-23,1
852,2023-08-24,1
853,2023-08-25,1
854,2023-08-26,1
855,2023-08-27,1
856,2023-08-28,1
857,2023-08-29,1
858,2023-08-30,1
859,2023-08-31,1
860,2023-09-01,1
861,2023-09-02,1
862,2023-09-03,1
863,2023-09-04,1
864,2023-09-05,1
865,2023-09-06,1
866,2023-09-07,1
867,2023-09-08,1
868,2023-09-09,1
869,2023-09-10,1
870,2023-09-11,1
871,2023-09-12,1
872,2023-09-13,1
873,2023-09-14,1
874,2023-09-15,1
875,2023-09-16,1
876,2023-09-17,1
877,2023-09-18,1
878,2023-09-19,1
879,2023-09-20,1
880,2023-09-21,1
881,2023-09-22,1
882,2023-09-23,1
883,2023-09-24,1
884,2023-09-25,1
885,2023-09-26,1
886,2023-09-27,1
887,2023-09-28,1
888,2023-09-29,1
889,2023-09-30,1
890,2023-10-01,1
891,2023-10-02,1
892,2023-10-03,1
893,2023-10-04,1
894,2023-10-05,1
895,2023-10-06,1
896,2023-10-07,1
897,2023-10-08,1
898,2023-10-09,1
899,2023-10-10,1
900,2023-10-11,1
901,2023-10-12,1
902,2023-10-13,1
903,2023-10-14,1
904,2023-10-15,1
905,2023-10-16,1
906,2023-10-17,1
907,2023-10-18,1
908,2023-10-19,1
909,2023-10-20,1
910,2023-10-21,1
911,2023-10-22,1
912,2023-10-23,1
913,2023-10-24,1
914,2023-10-25,1
915,2023-10-26,1
916,2023-10-27,1
917,2023-10-28,1
918,2023-10-29,1
919,2023-10-30,1
920,2023-10-31,1
921,2023-11-01,1
922,2023-11-02,1
923,2023-11-03,1
924,2023-11-04,1
925,2023-11-05,1
926,2023-11-06,1
927,2023-11-07,1
928,2023-11-08,1
929,2023-11-09,1
930,2023-11-10,1
931,2023-11-11,1
932,2023-11-12,1
933,2023-11-13,1
934,2023-11-14,1
935,2023-11-15,1
936,2023-11-16,1
937,2023-11-17,1
938,2023-11-18,1
939,2023-11-19,1
940,2023-11-20,1
941,2023-11-21,1
942,2023-11-22,1
943,2023-11-23,1
944,2023-11-24,1
945,2023-11-25,1
946,2023-11-26,1
947,2023-11-27,1
948,2023-11-28,1
949,2023-11-29,1
950,2023-11-30,1
951,2023-12-01,1
952,2023-12-02,1
953,2023-12-03,1
954,2023-12-04,1
955,2023-12-05,1
956,2023-12-06,1
957,2023-12-07,1
958,2023-12-08,1
959,2023-12-09,1
960,2023-12-10,1
961,2023-12-11,1
962,2023-12-12,1
963,2023-12-13,1
964,2023-12-14,1
965,2023-12-15,1
966,2023-12-16,1
967,2023-12-17,1
968,2023-12-18,1
969,2023-12-19,1
970,2023-12-20,1
971,2023-12-21,1
972,2023-12-22,1
973,2023-12-23,1
974,2023-12-24,1
975,2023-12-25,1
976,2023-12-26,1
977,2023-12-27,1
978,2023-12-28,1
979,2023-12-29,1
980,2023-12-30,1
981,2023-12-31,1
982,2024-01-01,1
983,2024-01-02,1
984,2024-01-03,1
985,2024-01-04,1
986,2024-01-05,1
987,2024-01-06,1
988,2024-01-07,1
989,2024-01-08,1
990,2024-01-09,1
991,2024-01-10,1
992,2024-01-11,1
993,2024-01-12,1
994,2024-01-13,1
995,2024-01-14,1
996,2024-01-15,1
997,2024-01-16,1
998,2024-01-17,1
999,2024-01-18,1
1000,2024-01-19,1
1001,2024-01-20,1
1002,2024-01-21,1
1003,2024-01-22,1
1004,2024-01-23,1
1005,2024-01-24,1
1006,2024-01-25,1
1007,2024-01-26,1
1008,2024-01-27,1
1009,2024-01-28,1
1010,2024-01-29,1
1011,2024-01-30,1
1012,2024-01-31,1
1013,2024-02-01,1
1014,2024-02-02,1
1015,2024-02-03,1
1016,2024-02-04,1
1017,2024-02-05,1
1018,2024-02-06,1
1019,2024-02-07,1
1020,2024-02-08,1
1021,2024-02-09,1
1022,2024-02-10,1
1023,2024-02-11,1
1024,2024-02-12,1
1025,2024-02-13,1
1026,2024-02-14,1
1027,2024-02-15,1
1028,2024-02-16,1
1029,2024-02-17,1
1030,2024-02-18,1
1031,2024-02-19,1
1032,2024-02-20,1
1033,2024-02-21,1
1034,2024-02-22,1
1035,2024-02-23,1
1036,2024-02-24,1
1037,2024-02-25,1
1038,2024-02-26,1
1039,2024-02-27,1
1040,2024-02-28,1
1041,2024-02-29,1
1042,2024-03-01,1
1043,2024-03-02,1
1044,2024-03-03,1
1045,2024-03-04,1
1046,2024-03-05,1
1047,2024-03-06,1
1048,2024-03-07,1
1049,2024-03-08,1
1050,2024-03-09,1
1051,2024-03-10,1
1052,2024-03-11,1
1053,2024-03-12,1
1054,2024-03-13,1
1055,2024-03-14,1
1056,2024-03-15,1
1057,2024-03-16,1
1058,2024-03-17,1
1059,2024-03-18,1
1060,2024-03-19,1
1061,2024-03-20,1
1062,2024-03-21,1
1063,2024-03-22,1
1064,2024-03-23,1
1065,2024-03-24,1
1066,2024-03-25,1
1067,2024-03-26,1
1068,2024-03-27,1
1069,2024-03-28,1
1070,2024-03-29,1
1071,2024-03-30,1
1072,2024-03-31,1
1073,2024-04-01,1
1074,2024-04-02,1
1075,2024-04-03,1
1076,2024-04-04,1
1077,2024-04-05,1
1078,2024-04-06,1
1079,2024-04-08,1
1080,2024-04-09,1
1081,2024-04-10,1
1082,2024-04-11,1
1083,2024-04-12,1
1084,2024-04-13,1
1085,2024-04-14,1
1086,2024-04-15,1
1087,2024-04-16,1
1088,2024-04-17,1
1089,2024-04-18,1
1090,2024-04-19,1
1091,2024-04-20,1
1092,2024-04-21,1
1093,2024-04-22,1
1094,2024-04-23,1
1095,2024-04-24,1
1096,2024-04-25,1
1097,2024-04-26,1
1098,2024-04-27,1
1099,2024-04-28,1
1100,2024-04-29,1
1101,2024-04-30,1
1102,2024-05-01,1
1103,2024-05-02,1
1104,2024-05-03,1
1105,2024-05-04,1
1106,2024-05-05,1
1107,2024-05-06,1
1108,2024-05-07,1
1109,2024-05-08,1
1110,2024-05-09,1
1111,2024-05-10,1
1112,2024-05-11,1
1113,2024-05-12,1
1114,2024-05-13,1
1115,2024-05-14,1
1116,2024-05-15,1
1117,2024-05-16,1
1118,2024-05-17,1
1119,2024-05-18,1
1120,2024-05-19,1
1121,2024-05-20,1
1122,2024-05-21,1
1123,2024-05-22,1
1124,2024-05-23,1
1125,2024-05-24,1
1126,2024-05-25,1
1127,2024-05-26,1
1128,2024-05-27,1
1129,2024-05-28,1
1130,2024-05-29,1
1131,2024-05-30,1
1132,2024-05-31,1
1133,2024-06-01,1
1134,2024-06-02,1
1135,2024-06-03,1
1136,2024-06-04,1
1137,2024-06-05,1
1138,2024-06-06,1
1139,2024-06-07,1
1140,2024-06-08,1
1141,2024-06-09,1
1142,2024-06-10,1
1143,2024-06-11,1
1144,2024-06-12,1
1145,2024-06-13,1
1146,2024-06-14,1
1147,2024-06-15,1
1148,2024-06-16,1
1149,2024-06-17,1
1150,2024-06-18,1
1151,2024-06-19,1
1152,2024-06-20,1
1153,2024-06-21,1
1154,2024-06-22,1
1155,2024-06-23,1
1156,2024-06-24,1
1157,2024-06-25,1
1158,2024-06-26,1
1159,2024-06-27,1
1160,2024-06-28,1
1161,2024-06-29,1
1162,2024-06-30,1
1163,2024-07-01,1
1164,2024-07-02,1
1165,2024-07-03,1
1166,2024-07-04,1
1167,2024-07-05,1
1168,2024-07-06,1
1169,2024-07-07,1
1170,2024-07-08,1
1171,2024-07-09,1
1172,2024-07-10,1
1173,2024-07-11,1
1174,2024-07-12,1
1175,2024-07-13,1
1176,2024-07-14,1
1177,2024-07-15,1
1178,2024-07-17,1
1179,2024-07-18,1
1180,2024-07-19,1
1181,2024-07-20,1
1182,2024-07-21,1
1183,2024-07-22,1
1184,2024-07-23,1
1185,2024-07-24,1
1186,2024-07-25,1
1187,2024-07-26,1
1188,2024-07-27,1
1189,2024-07-28,1
1190,2024-07-29,1
1191,2024-07-30,1
1192,2024-07-31,1
1193,2024-08-01,1
1194,2024-08-02,1
1195,2024-08-03,1
1196,2024-08-04,1
1197,2024-08-05,1
1198,2024-08-06,1
1199,2024-08-07,1
1200,2024-08-08,1
1201,2024-08-09,1
1202,2024-08-10,1
1203,2024-08-11,1
1204,2024-08-12,1
1205,2024-08-13,1
1206,2024-08-14,1
1207,2024-08-15,1
1208,2024-08-16,1
1209,2024-08-17,1
1210,2024-08-18,1
1211,2024-08-19,1
1212,2024-08-20,1
1213,2024-08-21,1
1214,2024-08-22,1
1215,2024-08-23,1
1216,2024-08-24,1
1217,2024-08-25,1
1218,2024-08-26,1
1219,2024-08-27,1
1220,2024-08-28,1
1221,2024-08-29,1
1222,2024-08-30,1
1223,2024-08-31,1
1224,2024-09-01,1
1225,2024-09-02,1
1226,2024-09-03,1
1227,2024-09-04,1
1228,2024-09-05,1
1229,2024-09-06,1
1230,2024-09-07,1
1231,2024-09-08,1
1232,2024-09-09,1
1233,2024-09-10,1
1234,2024-09-11,1
1235,2024-09-12,1
1236,2024-09-13,1
1237,2024-09-14,1
1238,2024-09-15,1
1239,2024-09-16,1
1240,2024-09-17,1
1241,2024-09-18,1
1242,2024-09-19,1
1243,2024-09-20,1
1244,2024-09-21,1
1245,2024-09-22,1
1246,2024-09-23,1
1247,2024-09-24,1
